sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
PA,Bragança,Inglês,ingles,49,31,5,0
PA,Bragança,Língua Portuguesa,linguaportuguesa,55,42,14,0
PA,Bragança,Matemática,matematica,58,62,14,0
PA,Bragança,Pedagogia,pedagogia,50,129,62,0
PA,Bragança,Artes,artes,20,0,5,5
PA,Bragança,Física,fisica,40,8,1,0
PA,Bragança,Geografia,geografia,53,0,5,5
PA,Breves,Ciências,ciencias,0,28,13,0
PA,Breves,Língua Portuguesa,linguaportuguesa,45,29,22,0
PA,Breves,Matemática,matematica,58,61,22,0
PA,Breves,Pedagogia,pedagogia,406,135,75,0
PA,Breves,Educação física,educacaofisica,0,39,8,0
PA,cametá,Ciências,ciencias,80,48,6,0
PA,cametá,Geografia,geografia,101,14,4,0
PA,cametá,História,historia,44,72,4,0
PA,cametá,Inglês,ingles,39,42,4,0
PA,cametá,Língua Portuguesa,linguaportuguesa,93,60,10,0
PA,cametá,Matemática,matematica,56,26,10,0
PA,cametá,Pedagogia,pedagogia,88,79,50,0
PA,cametá,Biologia,biologia,40,7,1,0
PA,cametá,Química,quimica,0,9,1,0
PA,capanema,Biologia,biologia,84,19,1,0
PA,capanema,Física,fisica,68,5,1,0
PA,capanema,Matemática,matematica,68,9,8,0
PA,capitão Poço,Computação,computacao,89,19,2,0
PA,castanhal,Educação física,educacaofisica,51,74,5,0
PA,castanhal,Língua Portuguesa,linguaportuguesa,86,48,15,0
PA,castanhal,Matemática,matematica,141,71,15,0
PA,castanhal,Pedagogia,pedagogia,142,95,76,0
PA,castanhal,Ciências,ciencias,40,17,8,0
PA,castanhal,Física,fisica,40,15,1,0
PA,castanhal,Geografia,geografia,100,4,5,1
PA,castanhal,Biologia,biologia,0,0,1,0
PA,castanhal,História,historia,0,19,5,0
PA,castanhal,Computação,computacao,60,13,5,0
PA,castanhal,Sociologia,sociologia,0,1,1,0
PA,castanhal,Filosofia,filosofia,0,4,1,0
PA,conceição do araguaia,Biologia,biologia,0,12,1,0
PA,conceição do araguaia,Ciências,ciencias,0,14,3,0
PA,conceição do araguaia,Sociologia,sociologia,40,0,1,1
PA,conceição do araguaia,Educação física,educacaofisica,40,25,3,0
PA,conceição do araguaia,Filosofia,filosofia,0,0,1,0
PA,conceição do araguaia,Geografia,geografia,0,4,3,0
PA,conceição do araguaia,Língua Portuguesa,linguaportuguesa,0,1,7,0
PA,conceição do araguaia,Matemática,matematica,118,25,7,0
PA,conceição do araguaia,Pedagogia,pedagogia,40,1,43,39
PA,conceição do araguaia,Química,quimica,0,0,1,0
PA,conceição do araguaia,História,historia,40,11,3,0
PA,conceição do araguaia,Física,fisica,0,1,1,0
PA,itaituba,Biologia,biologia,160,15,1,0
PA,itaituba,Língua Portuguesa,linguaportuguesa,120,0,11,11
PA,itaituba,Pedagogia,pedagogia,181,103,63,0
PA,Mãe do rio,Biologia,biologia,40,20,1,0
PA,Mãe do rio,Ciências,ciencias,40,21,5,0
PA,Mãe do rio,Química,quimica,0,0,1,0
PA,Mãe do rio,Pedagogia,pedagogia,100,97,64,0
PA,Mãe do rio,Matemática,matematica,40,0,11,11
PA,,Artes,artes,74,19,4,0
PA,,Ciências,ciencias,580,101,7,0
PA,,Sociologia,sociologia,49,2,1,0
PA,,Física,fisica,124,12,1,0
PA,,Geografia,geografia,59,3,4,1
PA,,História,historia,59,21,4,0
PA,,Inglês,ingles,54,21,4,0
PA,,Língua Portuguesa,linguaportuguesa,87,20,14,0
PA,,Matemática,matematica,94,4,14,10
PA,,Pedagogia,pedagogia,844,146,79,0
PA,,Química,quimica,134,17,1,0
PA,,Biologia,biologia,0,16,1,0
PA,,Computação,computacao,40,0,4,4
PA,Maracanã,Sociologia,sociologia,40,0,1,1
PA,Maracanã,Geografia,geografia,40,21,2,0
PA,Maracanã,Matemática,matematica,40,23,4,0
PA,Maracanã,Pedagogia,pedagogia,90,25,20,0
PA,Óbidos,Pedagogia,pedagogia,54,22,61,32
PA,Parauapebas,Pedagogia,pedagogia,245,8,75,67
PA,Parauapebas,Geografia,geografia,40,0,3,3
PA,Parauapebas,Matemática,matematica,40,0,10,10
PA,santa izabel do Pará,Biologia,biologia,66,16,1,0
PA,santa izabel do Pará,Língua Portuguesa,linguaportuguesa,111,37,13,0
PA,santa izabel do Pará,Geografia,geografia,50,0,4,4
PA,santa izabel do Pará,História,historia,40,2,4,2
PA,santa izabel do Pará,Matemática,matematica,40,25,13,0
PA,santa izabel do Pará,Artes,artes,0,0,4,0
PA,santa izabel do Pará,Pedagogia,pedagogia,40,25,72,15
PA,santarém,Biologia,biologia,60,23,2,0
PA,santarém,Geografia,geografia,100,28,7,0
PA,santarém,História,historia,64,25,7,0
PA,santarém,Computação,computacao,54,8,7,0
PA,santarém,Língua Portuguesa,linguaportuguesa,64,27,21,0
PA,santarém,Matemática,matematica,40,35,21,0
PA,santarém,Pedagogia,pedagogia,839,152,85,0
PA,santarém,Química,quimica,44,0,2,2
PA,santarém,Educação física,educacaofisica,270,13,7,0
PA,santarém,Artes,artes,30,4,7,3
PA,cachoeira do arari,Biologia,biologia,47,21,1,0
PA,cachoeira do arari,Ciências,ciencias,127,32,2,0
PA,cachoeira do arari,História,historia,0,0,2,0
PA,cachoeira do arari,Pedagogia,pedagogia,0,3,20,0
PA,cachoeira do arari,Química,quimica,40,11,1,0
PA,cachoeira do arari,Inglês,ingles,0,0,2,0
PA,cachoeira do arari,Língua Portuguesa,linguaportuguesa,45,0,4,4
PA,tucuruí,Física,fisica,45,0,1,1
PA,tucuruí,Biologia,biologia,40,12,1,0
PA,tucuruí,Educação física,educacaofisica,40,8,4,0
PA,Xinguara,Biologia,biologia,48,14,1,0
PA,Xinguara,Língua Portuguesa,linguaportuguesa,62,21,9,0
PA,Xinguara,Geografia,geografia,76,11,3,0
PA,Xinguara,História,historia,126,15,3,0
AC,JURUÁ,Biologia,biologia,52,16,1,0
AC,JURUÁ,Inglês,ingles,65,7,4,0
AC,JURUÁ,Língua Portuguesa,linguaportuguesa,63,38,12,0
AC,JURUÁ,Pedagogia,pedagogia,66,45,44,0
AC,JURUÁ,Física,fisica,40,14,1,0
AC,JURUÁ,Matemática,matematica,40,25,12,0
AC,PURUS,Física,fisica,0,13,1,0
AC,ALTO ACRE,Biologia,biologia,40,0,1,1
AC,ALTO ACRE,Química,quimica,0,8,1,0
AC,BAIXO ACRE,Artes,artes,103,27,5,0
AC,BAIXO ACRE,Biologia,biologia,434,44,2,0
AC,BAIXO ACRE,Sociologia,sociologia,0,2,2,0
AC,BAIXO ACRE,Educação física,educacaofisica,2346,24,5,0
AC,BAIXO ACRE,Filosofia,filosofia,121,18,2,0
AC,BAIXO ACRE,Física,fisica,0,5,2,0
AC,BAIXO ACRE,Geografia,geografia,54,17,5,0
AC,BAIXO ACRE,História,historia,107,33,5,0
AC,BAIXO ACRE,Inglês,ingles,60,20,5,0
AC,BAIXO ACRE,Língua Portuguesa,linguaportuguesa,52,23,14,0
AC,BAIXO ACRE,Matemática,matematica,114,39,14,0
AC,BAIXO ACRE,Pedagogia,pedagogia,837,185,87,0
AC,BAIXO ACRE,Química,quimica,74,5,2,0
AL,Maceió,Biologia,biologia,199,38,2,0
AL,Maceió,Sociologia,sociologia,77,20,2,0
AL,Maceió,Artes,artes,173,34,5,0
AL,Maceió,Educação física,educacaofisica,988,43,5,0
AL,Maceió,Filosofia,filosofia,80,11,2,0
AL,Maceió,Física,fisica,150,15,2,0
AL,Maceió,Geografia,geografia,192,37,5,0
AL,Maceió,História,historia,79,21,5,0
AL,Maceió,Inglês,ingles,74,7,5,0
AL,Maceió,Língua Portuguesa,linguaportuguesa,126,40,12,0
AL,Maceió,Matemática,matematica,233,31,12,0
AL,Maceió,Pedagogia,pedagogia,1981,306,82,0
AL,Maceió,Química,quimica,189,33,2,0
AL,2a GEE,Inglês,ingles,15,8,2,0
AL,2a GEE,Língua Portuguesa,linguaportuguesa,44,9,6,0
AL,2a GEE,Pedagogia,pedagogia,0,0,53,0
AL,3a GEE,Biologia,biologia,42,12,1,0
AL,3a GEE,Geografia,geografia,40,9,2,0
AL,3a GEE,História,historia,41,20,2,0
AL,3a GEE,Inglês,ingles,42,3,2,0
AL,3a GEE,Língua Portuguesa,linguaportuguesa,26,14,4,0
AL,3a GEE,Matemática,matematica,40,37,4,0
AL,3a GEE,Pedagogia,pedagogia,41,7,34,27
AL,3a GEE,Química,quimica,40,10,1,0
AL,3a GEE,Educação física,educacaofisica,125,20,2,0
AL,3a GEE,Filosofia,filosofia,85,1,1,0
AL,5a GEE,Biologia,biologia,140,69,1,0
AL,5a GEE,Educação física,educacaofisica,257,7,4,0
AL,5a GEE,Física,fisica,97,14,1,0
AL,5a GEE,Língua Portuguesa,linguaportuguesa,177,67,11,0
AL,5a GEE,Matemática,matematica,92,28,11,0
AL,5a GEE,Pedagogia,pedagogia,99,40,85,45
AL,5a GEE,Química,quimica,120,37,1,0
AL,5a GEE,Geografia,geografia,42,16,4,0
AL,5a GEE,História,historia,48,25,4,0
AL,5a GEE,Inglês,ingles,20,6,4,0
AL,6a GEE,Biologia,biologia,40,17,1,0
AL,6a GEE,Pedagogia,pedagogia,40,21,26,5
AL,7a GEE,Geografia,geografia,40,4,2,0
AL,7a GEE,Inglês,ingles,25,3,2,0
AL,7a GEE,Língua Portuguesa,linguaportuguesa,25,6,5,0
AL,7a GEE,Pedagogia,pedagogia,0,0,30,0
AL,8a GEE,Biologia,biologia,0,0,1,0
AL,8a GEE,Educação física,educacaofisica,0,7,2,0
AL,9a GEE,Biologia,biologia,127,44,1,0
AL,9a GEE,Pedagogia,pedagogia,110,18,28,10
AL,11a GEE,Física,fisica,40,7,1,0
AL,11a GEE,Matemática,matematica,40,0,5,5
AL,11a GEE,Ciências,ciencias,40,7,3,0
AL,11a GEE,Geografia,geografia,104,28,2,0
AL,11a GEE,História,historia,146,28,2,0
AL,11a GEE,Língua Portuguesa,linguaportuguesa,91,34,5,0
AL,11a GEE,Pedagogia,pedagogia,80,30,33,3
CE,SEFOR,Biologia,biologia,116,52,6,0
CE,SEFOR,Sociologia,sociologia,120,61,6,0
CE,SEFOR,Artes,artes,310,108,13,0
CE,SEFOR,Educação física,educacaofisica,2834,170,13,0
CE,SEFOR,Filosofia,filosofia,243,46,6,0
CE,SEFOR,Física,fisica,298,55,6,0
CE,SEFOR,Geografia,geografia,140,84,13,0
CE,SEFOR,História,historia,180,100,13,0
CE,SEFOR,Inglês,ingles,623,149,13,0
CE,SEFOR,Língua Portuguesa,linguaportuguesa,1021,367,36,0
CE,SEFOR,Matemática,matematica,288,56,36,0
CE,SEFOR,Pedagogia,pedagogia,2481,525,228,0
CE,SEFOR,Química,quimica,217,67,6,0
CE,CREDE 01,Educação física,educacaofisica,40,10,7,0
CE,CREDE 01,Matemática,matematica,125,11,22,11
CE,CREDE 01,Química,quimica,115,24,2,0
CE,CREDE 01,Física,fisica,40,0,2,2
CE,CREDE 01,Pedagogia,pedagogia,500,13,173,160
CE,CREDE 02,Biologia,biologia,155,22,2,0
CE,CREDE 02,Sociologia,sociologia,95,3,2,0
CE,CREDE 02,Pedagogia,pedagogia,95,25,125,70
CE,CREDE 02,Química,quimica,45,4,2,0
CE,CREDE 02,Física,fisica,40,8,2,0
CE,CREDE 02,Artes,artes,50,0,7,7
CE,CREDE 03,Biologia,biologia,80,18,1,0
CE,CREDE 03,Física,fisica,90,28,1,0
CE,CREDE 04,Química,quimica,65,7,1,0
CE,CREDE 05,Pedagogia,pedagogia,352,22,77,55
CE,CREDE 05,Química,quimica,75,18,1,0
CE,CREDE 05,Física,fisica,40,24,1,0
CE,CREDE 06,Pedagogia,pedagogia,338,284,119,0
CE,CREDE 06,Artes,artes,43,17,5,0
CE,CREDE 06,Biologia,biologia,23,24,2,0
CE,CREDE 06,Sociologia,sociologia,32,11,2,0
CE,CREDE 06,Educação física,educacaofisica,175,22,5,0
CE,CREDE 06,Filosofia,filosofia,32,16,2,0
CE,CREDE 06,Física,fisica,90,38,2,0
CE,CREDE 06,Geografia,geografia,41,29,5,0
CE,CREDE 06,História,historia,91,56,5,0
CE,CREDE 06,Inglês,ingles,67,18,5,0
CE,CREDE 06,Língua Portuguesa,linguaportuguesa,85,58,14,0
CE,CREDE 06,Matemática,matematica,147,66,14,0
CE,CREDE 06,Química,quimica,14,21,2,0
CE,CREDE 07,Educação física,educacaofisica,37,19,2,0
CE,CREDE 07,Matemática,matematica,35,6,6,0
CE,CREDE 07,Artes,artes,30,0,2,2
CE,CREDE 07,Pedagogia,pedagogia,41,0,34,34
CE,CREDE 08,Biologia,biologia,142,23,1,0
CE,CREDE 08,Física,fisica,125,15,1,0
CE,CREDE 08,História,historia,105,25,3,0
CE,CREDE 08,Inglês,ingles,302,22,3,0
CE,CREDE 08,Língua Portuguesa,linguaportuguesa,305,32,7,0
CE,CREDE 08,Matemática,matematica,125,8,7,0
CE,CREDE 08,Pedagogia,pedagogia,470,161,52,0
CE,CREDE 08,Química,quimica,125,22,1,0
CE,CREDE 08,Sociologia,sociologia,118,44,1,0
CE,CREDE 09,Pedagogia,pedagogia,176,21,63,42
CE,CREDE 09,Educação física,educacaofisica,0,1,3,0
CE,CREDE 09,Física,fisica,70,3,1,0
CE,CREDE 10,Pedagogia,pedagogia,271,64,71,7
CE,CREDE 10,Matemática,matematica,110,13,10,0
CE,CREDE 10,Educação física,educacaofisica,135,6,3,0
CE,CREDE 10,Língua Portuguesa,linguaportuguesa,242,27,10,0
CE,CREDE 10,Química,quimica,180,19,1,0
CE,CREDE 10,Biologia,biologia,50,21,1,0
CE,CREDE 10,Física,fisica,70,4,1,0
CE,CREDE 10,Geografia,geografia,120,15,3,0
CE,CREDE 10,História,historia,100,19,3,0
CE,CREDE 10,Inglês,ingles,105,8,3,0
CE,CREDE 10,Artes,artes,60,1,3,2
CE,CREDE 11,Biologia,biologia,60,8,1,0
CE,CREDE 12,Química,quimica,188,43,1,0
CE,CREDE 12,Pedagogia,pedagogia,330,75,52,0
CE,CREDE 12,Biologia,biologia,35,19,1,0
CE,CREDE 12,Física,fisica,50,3,1,0
CE,CREDE 12,História,historia,80,37,3,0
CE,CREDE 12,Inglês,ingles,35,9,3,0
CE,CREDE 12,Língua Portuguesa,linguaportuguesa,45,33,9,0
CE,CREDE 12,Matemática,matematica,90,4,9,5
CE,CREDE 12,Geografia,geografia,90,22,3,0
CE,CREDE 13,Biologia,biologia,72,9,1,0
CE,CREDE 13,História,historia,80,0,3,3
CE,CREDE 13,Pedagogia,pedagogia,95,21,65,44
CE,CREDE 13,Química,quimica,100,3,1,0
CE,CREDE 13,Educação física,educacaofisica,100,0,3,3
CE,CREDE 13,Física,fisica,45,2,1,0
CE,CREDE 13,Geografia,geografia,45,27,3,0
CE,CREDE 13,Língua Portuguesa,linguaportuguesa,45,26,9,0
CE,CREDE 13,Matemática,matematica,40,7,9,2
CE,CREDE 13,Artes,artes,37,5,3,0
CE,CREDE 14,Pedagogia,pedagogia,100,102,29,0
CE,CREDE 15,Pedagogia,pedagogia,120,20,25,5
CE,CREDE 15,Biologia,biologia,70,11,1,0
CE,CREDE 15,Química,quimica,110,6,1,0
CE,CREDE 16,Biologia,biologia,105,32,1,0
CE,CREDE 16,Artes,artes,0,7,2,0
CE,CREDE 16,Computação,computacao,0,13,2,0
CE,CREDE 16,Física,fisica,65,10,1,0
CE,CREDE 16,Inglês,ingles,0,3,2,0
CE,CREDE 16,Língua Portuguesa,linguaportuguesa,35,10,6,0
CE,CREDE 16,Matemática,matematica,50,20,6,0
CE,CREDE 16,Pedagogia,pedagogia,359,77,35,0
CE,CREDE 16,Educação física,educacaofisica,80,24,2,0
CE,CREDE 16,Geografia,geografia,70,10,2,0
CE,CREDE 16,Química,quimica,65,23,1,0
CE,CREDE 17,Física,fisica,50,24,1,0
CE,CREDE 17,Matemática,matematica,50,30,3,0
CE,CREDE 18,Biologia,biologia,160,29,1,0
CE,CREDE 18,Língua Portuguesa,linguaportuguesa,240,1,8,7
CE,CREDE 18,Matemática,matematica,80,0,8,8
CE,CREDE 18,Sociologia,sociologia,0,1,1,0
CE,CREDE 18,Educação física,educacaofisica,80,33,3,0
CE,CREDE 18,Geografia,geografia,160,24,3,0
CE,CREDE 18,História,historia,160,19,3,0
CE,CREDE 18,Inglês,ingles,80,5,3,0
CE,CREDE 18,Pedagogia,pedagogia,207,35,59,24
CE,CREDE 18,Química,quimica,40,1,1,0
CE,CREDE 19,Filosofia,filosofia,87,7,1,0
CE,CREDE 19,Artes,artes,170,31,3,0
CE,CREDE 19,Física,fisica,40,2,1,0
CE,CREDE 19,Matemática,matematica,165,36,9,0
CE,CREDE 19,Educação física,educacaofisica,100,51,3,0
CE,CREDE 20,Biologia,biologia,125,5,1,0
CE,CREDE 20,Língua Portuguesa,linguaportuguesa,80,0,7,7
CE,CREDE 20,Física,fisica,27,1,1,0
CE,CREDE 20,Ciências,ciencias,194,26,3,0
CE,CREDE 20,Matemática,matematica,23,11,7,0
CE,CREDE 20,Pedagogia,pedagogia,45,0,54,45
CE,CREDE 20,Química,quimica,22,1,1,0
PI,01ª,Matemática,matematica,163,39,7,0
PI,01ª,Química,quimica,90,62,1,0
PI,01ª,Biologia,biologia,142,33,1,0
PI,01ª,Pedagogia,pedagogia,607,116,49,0
PI,01ª,Sociologia,sociologia,30,9,1,0
PI,01ª,Filosofia,filosofia,35,11,1,0
PI,01ª,História,historia,180,33,3,0
PI,01ª,Inglês,ingles,35,14,3,0
PI,01ª,Língua Portuguesa,linguaportuguesa,40,13,7,0
PI,01ª,Educação física,educacaofisica,260,1,3,2
PI,01ª,Física,fisica,50,11,1,0
PI,02ª,Educação física,educacaofisica,80,83,3,0
PI,02ª,Geografia,geografia,120,0,3,3
PI,02ª,História,historia,80,0,3,3
PI,02ª,Matemática,matematica,40,7,9,2
PI,02ª,Pedagogia,pedagogia,40,0,53,40
PI,03ª,Biologia,biologia,50,18,1,0
PI,03ª,Física,fisica,35,18,1,0
PI,03ª,Inglês,ingles,35,0,2,2
PI,03ª,Língua Portuguesa,linguaportuguesa,35,21,6,0
PI,03ª,Pedagogia,pedagogia,35,16,35,19
PI,03ª,Química,quimica,70,2,1,0
PI,03ª,Matemática,matematica,50,16,6,0
PI,05ª,Biologia,biologia,140,7,1,0
PI,05ª,Geografia,geografia,65,0,2,2
PI,05ª,História,historia,40,7,2,0
PI,05ª,Pedagogia,pedagogia,165,97,26,0
PI,05ª,Educação física,educacaofisica,81,60,2,0
PI,05ª,Matemática,matematica,42,20,4,0
PI,06ª,Pedagogia,pedagogia,55,5,24,19
PI,06ª,Física,fisica,50,5,1,0
PI,06ª,Matemática,matematica,50,25,4,0
PI,06ª,Educação física,educacaofisica,50,0,2,2
PI,07ª,Pedagogia,pedagogia,200,1001,19,0
PI,07ª,Biologia,biologia,41,35,1,0
PI,08ª,História,historia,40,15,2,0
PI,08ª,Língua Portuguesa,linguaportuguesa,40,7,3,0
PI,08ª,Matemática,matematica,30,3,3,0
PI,08ª,Pedagogia,pedagogia,40,0,17,17
PI,08ª,Física,fisica,40,9,1,0
PI,09ª,Biologia,biologia,135,46,1,0
PI,09ª,História,historia,100,54,2,0
PI,09ª,Língua Portuguesa,linguaportuguesa,85,52,6,0
PI,09ª,Matemática,matematica,100,36,6,0
PI,09ª,Pedagogia,pedagogia,205,50,39,0
PI,09ª,Educação física,educacaofisica,80,24,2,0
PI,09ª,Física,fisica,50,5,1,0
PI,09ª,Química,quimica,50,16,1,0
PI,10ª,Biologia,biologia,165,28,1,0
PI,10ª,Pedagogia,pedagogia,120,31,26,0
PI,10ª,Educação física,educacaofisica,35,27,2,0
PI,10ª,Geografia,geografia,40,8,2,0
PI,10ª,História,historia,80,1,2,1
PI,10ª,Língua Portuguesa,linguaportuguesa,35,5,4,0
PI,10ª,Matemática,matematica,50,18,4,0
PI,11ª,Geografia,geografia,50,23,2,0
PI,11ª,Pedagogia,pedagogia,90,1,14,13
PI,11ª,Biologia,biologia,40,19,1,0
PI,11ª,Matemática,matematica,40,16,3,0
PI,12ª,Inglês,ingles,40,0,2,2
PI,12ª,Pedagogia,pedagogia,340,108,19,0
PI,12ª,Biologia,biologia,50,7,1,0
PI,13ª,Ciências,ciencias,170,43,2,0
PI,13ª,Química,quimica,40,7,1,0
PI,13ª,Biologia,biologia,30,7,1,0
PI,13ª,Geografia,geografia,50,13,2,0
PI,13ª,História,historia,40,18,2,0
PI,13ª,Pedagogia,pedagogia,40,18,24,6
PI,13ª,Física,fisica,50,4,1,0
PI,13ª,Matemática,matematica,50,10,4,0
PI,14ª,Biologia,biologia,90,29,1,0
PI,14ª,Língua Portuguesa,linguaportuguesa,35,6,4,0
PI,14ª,Pedagogia,pedagogia,40,15,20,5
PI,15ª,Biologia,biologia,35,34,1,0
PI,15ª,Língua Portuguesa,linguaportuguesa,40,24,5,0
PI,15ª,Pedagogia,pedagogia,40,20,30,10
PI,15ª,Física,fisica,41,11,1,0
PI,15ª,Matemática,matematica,41,25,5,0
PI,17ª,Biologia,biologia,40,0,1,1
PI,17ª,Química,quimica,40,33,1,0
PI,Teresina,Artes,artes,70,23,5,0
PI,Teresina,Biologia,biologia,151,41,2,0
PI,Teresina,Ciências,ciencias,673,168,6,0
PI,Teresina,Sociologia,sociologia,106,12,2,0
PI,Teresina,Educação física,educacaofisica,324,96,5,0
PI,Teresina,Filosofia,filosofia,100,35,2,0
PI,Teresina,Física,fisica,211,48,2,0
PI,Teresina,Geografia,geografia,275,61,5,0
PI,Teresina,História,historia,613,94,5,0
PI,Teresina,Inglês,ingles,120,50,5,0
PI,Teresina,Língua Portuguesa,linguaportuguesa,396,126,14,0
PI,Teresina,Matemática,matematica,257,74,14,0
PI,Teresina,Pedagogia,pedagogia,2520,460,103,0
PI,Teresina,Química,quimica,191,60,2,0
PI,Teresina,Computação,computacao,38,11,5,0
SC,Coordenadoria Regional de Educação de Araranguá,Física,fisica,43,1,1,0
SC,Coordenadoria Regional de Educação de Araranguá,Matemática,matematica,116,9,6,0
SC,Coordenadoria Regional de Educação de Blumenau,Matemática,matematica,560,6,10,4
SC,Coordenadoria Regional de Educação de Blumenau,Química,quimica,291,3,1,0
SC,Coordenadoria Regional de Educação de Blumenau,Artes,artes,191,31,3,0
SC,Coordenadoria Regional de Educação de Blumenau,Biologia,biologia,50,12,1,0
SC,Coordenadoria Regional de Educação de Blumenau,Sociologia,sociologia,50,3,1,0
SC,Coordenadoria Regional de Educação de Blumenau,Educação física,educacaofisica,25,29,3,0
SC,Coordenadoria Regional de Educação de Blumenau,Física,fisica,0,21,1,0
SC,Coordenadoria Regional de Educação de Blumenau,História,historia,120,5,3,0
SC,Coordenadoria Regional de Educação de Blumenau,Língua Portuguesa,linguaportuguesa,55,16,10,0
SC,Coordenadoria Regional de Educação de Blumenau,Pedagogia,pedagogia,155,20,113,93
SC,Coordenadoria Regional de Educação de Blumenau,Computação,computacao,0,0,3,0
SC,Coordenadoria Regional de Educação de Brusque,Química,quimica,61,12,1,0
SC,Coordenadoria Regional de Educação de Brusque,Educação física,educacaofisica,75,1,2,1
SC,Coordenadoria Regional de Educação de Brusque,Inglês,ingles,30,24,2,0
SC,Coordenadoria Regional de Educação de Brusque,Pedagogia,pedagogia,75,10,64,54
SC,Coordenadoria Regional de Educação de Brusque,Computação,computacao,3,0,2,2
SC,Coordenadoria Regional de Educação de Caçador,Educação física,educacaofisica,0,1,2,0
SC,Coordenadoria Regional de Educação de Caçador,Língua Portuguesa,linguaportuguesa,0,3,3,0
SC,Coordenadoria Regional de Educação de Caçador,Pedagogia,pedagogia,90,19,26,7
SC,Coordenadoria Regional de Educação de Campos Novos,Inglês,ingles,0,12,2,0
SC,Coordenadoria Regional de Educação de Campos Novos,Pedagogia,pedagogia,51,8,16,8
SC,Coordenadoria Regional de Educação de Canoinhas,Física,fisica,0,0,1,0
SC,Coordenadoria Regional de Educação de Chapecó,Sociologia,sociologia,184,10,1,0
SC,Coordenadoria Regional de Educação de Chapecó,Filosofia,filosofia,190,8,1,0
SC,Coordenadoria Regional de Educação de Chapecó,Geografia,geografia,191,14,2,0
SC,Coordenadoria Regional de Educação de Chapecó,História,historia,146,21,2,0
SC,Coordenadoria Regional de Educação de Chapecó,Matemática,matematica,212,11,6,0
SC,Coordenadoria Regional de Educação de Chapecó,Pedagogia,pedagogia,1364,61,56,0
SC,Coordenadoria Regional de Educação de Chapecó,Educação física,educacaofisica,70,34,2,0
SC,Coordenadoria Regional de Educação de Chapecó,Artes,artes,54,15,2,0
SC,Coordenadoria Regional de Educação de Chapecó,Biologia,biologia,50,0,1,1
SC,Coordenadoria Regional de Educação de Concórdia,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Concórdia,Educação física,educacaofisica,0,0,2,0
SC,Coordenadoria Regional de Educação de Concórdia,Física,fisica,140,6,1,0
SC,Coordenadoria Regional de Educação de Concórdia,Matemática,matematica,113,6,3,0
SC,Coordenadoria Regional de Educação de Criciúma,Artes,artes,61,8,3,0
SC,Coordenadoria Regional de Educação de Criciúma,Biologia,biologia,40,4,1,0
SC,Coordenadoria Regional de Educação de Criciúma,Educação física,educacaofisica,132,47,3,0
SC,Coordenadoria Regional de Educação de Criciúma,Física,fisica,0,14,1,0
SC,Coordenadoria Regional de Educação de Criciúma,Geografia,geografia,50,0,3,3
SC,Coordenadoria Regional de Educação de Criciúma,História,historia,60,17,3,0
SC,Coordenadoria Regional de Educação de Criciúma,Inglês,ingles,0,0,3,0
SC,Coordenadoria Regional de Educação de Criciúma,Língua Portuguesa,linguaportuguesa,60,20,10,0
SC,Coordenadoria Regional de Educação de Criciúma,Matemática,matematica,60,10,10,0
SC,Coordenadoria Regional de Educação de Criciúma,Pedagogia,pedagogia,185,43,83,40
SC,Coordenadoria Regional de Educação de Criciúma,Química,quimica,130,7,1,0
SC,Coordenadoria Regional de Educação de Criciúma,Computação,computacao,45,0,3,3
SC,Coordenadoria Regional de Educação de Curitibanos,Educação física,educacaofisica,0,0,2,0
SC,Coordenadoria Regional de Educação de Curitibanos,Língua Portuguesa,linguaportuguesa,0,0,2,0
SC,Coordenadoria Regional de Educação de Florianópolis,Artes,artes,114,23,8,0
SC,Coordenadoria Regional de Educação de Florianópolis,Educação física,educacaofisica,159,59,8,0
SC,Coordenadoria Regional de Educação de Florianópolis,Biologia,biologia,137,56,3,0
SC,Coordenadoria Regional de Educação de Florianópolis,Sociologia,sociologia,8,20,3,0
SC,Coordenadoria Regional de Educação de Florianópolis,Filosofia,filosofia,92,11,3,0
SC,Coordenadoria Regional de Educação de Florianópolis,Física,fisica,292,5,3,0
SC,Coordenadoria Regional de Educação de Florianópolis,Geografia,geografia,85,25,8,0
SC,Coordenadoria Regional de Educação de Florianópolis,História,historia,108,51,8,0
SC,Coordenadoria Regional de Educação de Florianópolis,Inglês,ingles,10,12,8,0
SC,Coordenadoria Regional de Educação de Florianópolis,Língua Portuguesa,linguaportuguesa,4,19,21,0
SC,Coordenadoria Regional de Educação de Florianópolis,Matemática,matematica,402,12,21,9
SC,Coordenadoria Regional de Educação de Florianópolis,Pedagogia,pedagogia,421,137,203,66
